diagnostic_index,datetime,date,contract_vt_symbol,product_vt_symbol,direction,entry_context,long_signal_range_atr_enabled,long_signal_range_atr_long_enabled,long_signal_range_atr_short_enabled,long_signal_range_lookback,long_signal_range_atr_period,long_signal_range_atr_multiplier,long_signal_range_require_recent_stall,long_signal_range_recent_gain_lookback,long_signal_range_recent_gain_atr_multiplier,long_signal_range_enable_ordered_drawdown_filter,long_signal_range_ordered_drawdown_atr_multiplier,long_signal_range_atr_entry_context,long_signal_range_atr_direction,long_signal_range_high,long_signal_range_low,long_signal_range_value,long_signal_range_prior_atr,long_signal_range_atr_threshold,long_signal_range_recent_gain,long_signal_range_directional_recent_move,long_signal_range_recent_gain_atr_threshold,long_signal_range_recent_stall_condition_met,long_signal_range_expansion_stall_condition_met,long_signal_range_ordered_drawdown_peak,long_signal_range_ordered_drawdown_trough,long_signal_range_ordered_drawdown_value,long_signal_range_ordered_drawdown_atr_threshold,long_signal_range_ordered_drawdown_peak_index,long_signal_range_ordered_drawdown_trough_index,long_signal_range_ordered_drawdown_peak_history_index,long_signal_range_ordered_drawdown_trough_history_index,long_signal_range_ordered_drawdown_condition_met,long_signal_range_ordered_move_kind,long_signal_range_atr_condition_met,long_signal_range_atr_reason,long_signal_range_atr_blocked,long_signal_range_atr_selected_volume_before,long_signal_range_atr_selected_volume_after,profile,start_month,variant,account_capital,c3_capital,experiment_arm
811,2025-05-26 00:00:00+08:00,2025-05-26,rb2510.SHFE,rb.SHFE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,3133.0,2996.0,137.0,28.6,85.80000000000001,-57.0,57.0,14.3,0,0,3133.0,3066.0,67.0,114.4,1,0,32,31,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
812,2025-05-27 00:00:00+08:00,2025-05-27,hc2510.SHFE,hc.SHFE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,3269.0,3098.0,171.0,33.6,100.80000000000001,-99.0,99.0,16.8,0,0,3269.0,3207.0,62.0,134.4,1,0,32,31,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
813,2025-05-28 00:00:00+08:00,2025-05-28,MA509.CZCE,MA.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,2363.0,2181.0,182.0,36.0,108.0,-16.0,16.0,18.0,1,1,2221.0,2181.0,40.0,144.0,9,8,40,39,0,rebound,1,short_range_strictly_above_and_recent_decline_below_threshold,1,500,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
814,2025-05-28 00:00:00+08:00,2025-05-28,ru2509.SHFE,ru.SHFE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,15245.0,13755.0,1490.0,221.0,663.0,-730.0,730.0,110.5,0,0,14530.0,14275.0,255.0,884.0,8,7,39,38,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,81,81,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
815,2025-05-29 00:00:00+08:00,2025-05-29,SM509.CZCE,SM.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,6050.0,5492.0,558.0,161.6,484.79999999999995,-138.0,138.0,80.8,0,0,6050.0,5736.0,314.0,646.4,4,3,35,34,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
816,2025-05-29 00:00:00+08:00,2025-05-29,lc2507.GFEX,lc.GFEX,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,64100.0,58460.0,5640.0,1608.0,4824.0,-1240.0,1240.0,804.0,0,0,62980.0,60280.0,2700.0,6432.0,4,2,35,33,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,264,264,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
817,2025-05-30 00:00:00+08:00,2025-05-30,SH509.CZCE,SH.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,2625.0,2414.0,211.0,57.8,173.39999999999998,7.0,-7.0,28.9,1,1,2501.0,2427.0,74.0,231.2,8,7,39,38,0,rebound,1,short_range_strictly_above_and_recent_decline_below_threshold,1,373,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
818,2025-06-03 00:00:00+08:00,2025-06-03,FG509.CZCE,FG.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,1044.0,952.0,92.0,29.6,88.80000000000001,-55.0,55.0,14.8,0,0,1044.0,998.0,46.0,118.4,5,3,36,34,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
819,2025-06-09 00:00:00+08:00,2025-06-09,OI509.CZCE,OI.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,9480.0,9077.0,403.0,149.2,447.59999999999997,81.0,-81.0,74.6,1,0,9245.0,9077.0,168.0,596.8,8,7,39,38,0,rebound,0,range_not_above_threshold,0,313,313,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
820,2025-06-09 00:00:00+08:00,2025-06-09,cu2507.SHFE,cu.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,79180.0,77310.0,1870.0,704.0,2112.0,710.0,710.0,352.0,0,0,78340.0,77390.0,950.0,2816.0,1,5,32,36,0,drawdown,0,range_not_above_threshold,0,72,72,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
821,2025-06-11 00:00:00+08:00,2025-06-11,fu2509.SHFE,fu.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,2944.0,2762.0,182.0,44.8,134.39999999999998,54.0,54.0,22.4,0,0,2912.0,2762.0,150.0,179.2,1,2,32,33,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
822,2025-06-20 00:00:00+08:00,2025-06-20,OI509.CZCE,OI.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,9750.0,9093.0,657.0,165.4,496.20000000000005,143.0,143.0,82.7,0,0,9414.0,9295.0,119.0,661.6,4,5,35,36,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,350,350,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
823,2025-06-24 00:00:00+08:00,2025-06-24,sp2509.SHFE,sp.SHFE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,5402.0,5112.0,290.0,126.4,379.20000000000005,-118.0,118.0,63.2,0,0,5402.0,5112.0,290.0,505.6,8,7,39,38,0,rebound,0,range_not_above_threshold,0,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
824,2025-06-26 00:00:00+08:00,2025-06-26,sp2509.SHFE,sp.SHFE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,5402.0,5052.0,350.0,150.0,450.0,-212.0,212.0,75.0,0,0,5402.0,5112.0,290.0,600.0,6,5,37,36,0,rebound,0,range_not_above_threshold,0,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
825,2025-07-04 00:00:00+08:00,2025-07-04,OI509.CZCE,OI.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,9790.0,9356.0,434.0,107.6,322.79999999999995,130.0,130.0,53.8,0,0,9790.0,9356.0,434.0,430.4,0,5,31,36,1,drawdown,1,ordered_drawdown_strictly_above_threshold,1,327,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
826,2025-07-08 00:00:00+08:00,2025-07-08,jm2509.DCE,jm.DCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,863.0,778.5,84.5,27.1,81.30000000000001,-12.5,-12.5,13.55,1,1,854.0,804.5,49.5,108.4,3,4,34,35,0,drawdown,1,range_strictly_above_and_recent_gain_below_threshold,1,373,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
827,2025-07-09 00:00:00+08:00,2025-07-09,si2509.GFEX,si.GFEX,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,8435.0,7575.0,860.0,346.0,1038.0,160.0,160.0,173.0,1,0,8280.0,7705.0,575.0,1384.0,2,3,33,34,0,drawdown,0,range_not_above_threshold,0,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
828,2025-07-10 00:00:00+08:00,2025-07-10,lc2509.GFEX,lc.GFEX,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,65180.0,61280.0,3900.0,1400.0,4200.0,520.0,520.0,700.0,1,0,63600.0,61280.0,2320.0,5600.0,1,2,32,33,0,drawdown,0,range_not_above_threshold,0,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
829,2025-07-11 00:00:00+08:00,2025-07-11,SM509.CZCE,SM.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,5826.0,5576.0,250.0,92.0,276.0,96.0,96.0,46.0,0,0,5758.0,5606.0,152.0,368.0,2,6,33,37,0,drawdown,0,range_not_above_threshold,0,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
830,2025-07-17 00:00:00+08:00,2025-07-17,SH509.CZCE,SH.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,2555.0,2359.0,196.0,53.0,159.0,-48.0,-48.0,26.5,1,1,2555.0,2456.0,99.0,212.0,6,9,37,40,0,drawdown,1,range_strictly_above_and_recent_gain_below_threshold,1,449,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
831,2025-07-21 00:00:00+08:00,2025-07-21,SA509.CZCE,SA.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,1309.0,1165.0,144.0,30.6,91.80000000000001,87.0,87.0,15.3,0,0,1247.0,1202.0,45.0,122.4,5,6,36,37,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,444,444,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
832,2025-07-23 00:00:00+08:00,2025-07-23,lh2509.DCE,lh.DCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,15150.0,13905.0,1245.0,210.0,630.0,455.0,455.0,105.0,0,0,14445.0,13905.0,540.0,840.0,0,5,31,36,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,73,73,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
833,2025-07-24 00:00:00+08:00,2025-07-24,MA509.CZCE,MA.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,2507.0,2356.0,151.0,48.0,144.0,69.0,69.0,24.0,0,0,2461.0,2397.0,64.0,192.0,7,8,38,39,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
834,2025-07-29 00:00:00+08:00,2025-07-29,fu2509.SHFE,fu.SHFE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,2939.0,2829.0,110.0,59.0,177.0,38.0,-38.0,29.5,1,0,2934.0,2829.0,105.0,236.0,9,8,40,39,0,rebound,0,range_not_above_threshold,0,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
835,2025-08-06 00:00:00+08:00,2025-08-06,fu2509.SHFE,fu.SHFE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,2983.0,2782.0,201.0,67.6,202.79999999999998,-81.0,81.0,33.8,0,0,2983.0,2829.0,154.0,270.4,4,2,35,33,0,rebound,0,range_not_above_threshold,0,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
836,2025-08-08 00:00:00+08:00,2025-08-08,AP510.CZCE,AP.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,8437.0,7738.0,699.0,86.4,259.20000000000005,218.0,218.0,43.2,0,0,8437.0,7738.0,699.0,345.6,0,5,31,36,1,drawdown,1,ordered_drawdown_strictly_above_threshold,1,138,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
837,2025-08-12 00:00:00+08:00,2025-08-12,AP510.CZCE,AP.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,8198.0,7738.0,460.0,112.6,337.79999999999995,238.0,238.0,56.3,0,0,7957.0,7738.0,219.0,450.4,0,3,31,34,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,397,397,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
838,2025-08-12 00:00:00+08:00,2025-08-12,OI601.CZCE,OI.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,9850.0,9383.0,467.0,112.6,337.79999999999995,320.0,320.0,56.3,0,0,9560.0,9383.0,177.0,450.4,0,3,31,34,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,331,331,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
839,2025-08-12 00:00:00+08:00,2025-08-12,jm2601.DCE,jm.DCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,1325.0,1062.5,262.5,65.3,195.89999999999998,83.5,83.5,32.65,0,0,1257.0,1062.5,194.5,261.2,0,2,31,33,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,247,247,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
840,2025-08-12 00:00:00+08:00,2025-08-12,lh2511.DCE,lh.DCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,14325.0,13700.0,625.0,205.0,615.0,130.0,130.0,102.5,0,0,14230.0,13700.0,530.0,820.0,0,3,31,34,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,142,142,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
841,2025-08-19 00:00:00+08:00,2025-08-19,CF601.CZCE,CF.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,14235.0,13770.0,465.0,139.0,417.0,-55.0,-55.0,69.5,1,1,14235.0,14035.0,200.0,556.0,5,6,36,37,0,drawdown,1,range_strictly_above_and_recent_gain_below_threshold,1,459,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
842,2025-08-22 00:00:00+08:00,2025-08-22,SH601.CZCE,SH.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,2756.0,2532.0,224.0,60.4,181.2,143.0,143.0,30.2,0,0,2678.0,2561.0,117.0,241.6,5,7,36,38,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,387,387,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
843,2025-08-22 00:00:00+08:00,2025-08-22,au2510.SHFE,au.SHFE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,788.92,770.38,18.539999999999964,4.520000000000005,13.560000000000015,-1.6599999999999682,1.6599999999999682,2.2600000000000025,1,1,777.5,770.38,7.1200000000000045,18.08000000000002,8,7,39,38,0,rebound,1,short_range_strictly_above_and_recent_decline_below_threshold,1,49,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
844,2025-08-26 00:00:00+08:00,2025-08-26,FG601.CZCE,FG.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,1253.0,1143.0,110.0,38.4,115.19999999999999,17.0,-17.0,19.2,1,0,1215.0,1143.0,72.0,153.6,8,5,39,36,0,rebound,0,range_not_above_threshold,0,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
845,2025-08-26 00:00:00+08:00,2025-08-26,sp2511.SHFE,sp.SHFE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,5332.0,5060.0,272.0,80.4,241.20000000000002,-60.0,60.0,40.2,0,0,5332.0,5244.0,88.0,321.6,1,0,32,31,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,377,377,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
846,2025-08-27 00:00:00+08:00,2025-08-27,OI601.CZCE,OI.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,10064.0,9715.0,349.0,112.4,337.20000000000005,-37.0,-37.0,56.2,1,1,10064.0,9715.0,349.0,449.6,0,1,31,32,0,drawdown,1,range_strictly_above_and_recent_gain_below_threshold,1,324,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
847,2025-08-28 00:00:00+08:00,2025-08-28,AP510.CZCE,AP.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,8470.0,8035.0,435.0,110.4,331.20000000000005,273.0,273.0,55.2,0,0,8274.0,8035.0,239.0,441.6,0,3,31,34,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,380,380,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
848,2025-09-01 00:00:00+08:00,2025-09-01,au2510.SHFE,au.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,802.38,770.38,32.0,4.76400000000001,14.29200000000003,19.399999999999977,19.399999999999977,2.382000000000005,0,0,776.98,770.38,6.600000000000023,19.05600000000004,0,1,31,32,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,23,23,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
849,2025-09-01 00:00:00+08:00,2025-09-01,rb2601.SHFE,rb.SHFE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,3251.0,3094.0,157.0,47.0,141.0,-57.0,57.0,23.5,0,0,3242.0,3176.0,66.0,188.0,4,1,35,32,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
850,2025-09-02 00:00:00+08:00,2025-09-02,SA601.CZCE,SA.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,1364.0,1255.0,109.0,31.4,94.19999999999999,-44.0,44.0,15.7,0,0,1354.0,1289.0,65.0,125.6,3,0,34,31,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
851,2025-09-02 00:00:00+08:00,2025-09-02,lh2511.DCE,lh.DCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,14015.0,13500.0,515.0,159.0,477.0,5.0,-5.0,79.5,1,1,14015.0,13685.0,330.0,636.0,3,0,34,31,0,rebound,1,short_range_strictly_above_and_recent_decline_below_threshold,1,149,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
852,2025-09-03 00:00:00+08:00,2025-09-03,hc2601.SHFE,hc.SHFE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,3399.0,3284.0,115.0,44.0,132.0,-47.0,47.0,22.0,0,0,3395.0,3336.0,59.0,176.0,2,1,33,32,0,rebound,0,range_not_above_threshold,0,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
853,2025-09-25 00:00:00+08:00,2025-09-25,SH601.CZCE,SH.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,2657.0,2514.0,143.0,63.8,191.39999999999998,-67.0,67.0,31.9,0,0,2657.0,2546.0,111.0,255.2,5,0,36,31,0,rebound,0,range_not_above_threshold,0,440,440,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
854,2025-09-26 00:00:00+08:00,2025-09-26,cu2511.SHFE,cu.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,83090.0,79430.0,3660.0,948.0,2844.0,2550.0,2550.0,474.0,0,0,81550.0,79430.0,2120.0,3792.0,1,3,32,34,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,81,81,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
855,2025-09-29 00:00:00+08:00,2025-09-29,FG601.CZCE,FG.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,1282.0,1169.0,113.0,47.8,143.39999999999998,-9.0,-9.0,23.9,1,0,1249.0,1169.0,80.0,191.2,0,5,31,36,0,drawdown,0,range_not_above_threshold,0,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
856,2025-09-30 00:00:00+08:00,2025-09-30,hc2601.SHFE,hc.SHFE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,3409.0,3253.0,156.0,38.2,114.60000000000001,-105.0,105.0,19.1,0,0,3398.0,3345.0,53.0,152.8,3,1,34,32,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,457,457,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
857,2025-09-30 00:00:00+08:00,2025-09-30,ru2601.SHFE,ru.SHFE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,16020.0,15020.0,1000.0,234.0,702.0,-540.0,540.0,117.0,0,0,15725.0,15425.0,300.0,936.0,6,4,37,35,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,76,76,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
858,2025-10-09 00:00:00+08:00,2025-10-09,SA601.CZCE,SA.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,1342.0,1237.0,105.0,33.4,100.19999999999999,-43.0,43.0,16.7,0,0,1336.0,1266.0,70.0,133.6,4,3,35,34,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
859,2025-10-10 00:00:00+08:00,2025-10-10,rb2601.SHFE,rb.SHFE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,3202.0,3068.0,134.0,34.4,103.19999999999999,6.0,-6.0,17.2,1,1,3202.0,3141.0,61.0,137.6,1,0,32,31,0,rebound,1,short_range_strictly_above_and_recent_decline_below_threshold,1,500,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
860,2025-10-21 00:00:00+08:00,2025-10-21,fu2601.SHFE,fu.SHFE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,2894.0,2608.0,286.0,49.8,149.39999999999998,-47.0,47.0,24.9,0,0,2712.0,2649.0,63.0,199.2,6,5,37,36,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,500,500,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
861,2025-10-23 00:00:00+08:00,2025-10-23,cu2512.SHFE,cu.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,88170.0,82300.0,5870.0,1156.0,3468.0,690.0,690.0,578.0,0,0,88170.0,82300.0,5870.0,4624.0,0,1,31,32,1,drawdown,1,ordered_drawdown_strictly_above_threshold,1,76,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
862,2025-10-27 00:00:00+08:00,2025-10-27,jm2601.DCE,jm.DCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,1267.0,1116.0,151.0,44.2,132.60000000000002,54.0,54.0,22.1,0,0,1238.5,1173.0,65.5,176.8,4,5,35,36,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,168,168,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
