diagnostic_index,datetime,date,contract_vt_symbol,product_vt_symbol,direction,entry_context,long_signal_atr_shock_enabled,short_signal_atr_shock_enabled,long_signal_atr_shock_period,long_signal_atr_shock_multiplier,long_signal_atr_shock_entry_context,long_signal_atr_shock_direction,long_signal_atr_shock_prior_close,long_signal_atr_shock_signal_close,long_signal_atr_shock_drop,short_signal_atr_shock_rise,signal_atr_shock_adverse_move,signal_atr_shock_move_kind,long_signal_atr_shock_atr,long_signal_atr_shock_threshold,long_signal_atr_shock_blocked,long_signal_atr_shock_reason,long_signal_atr_shock_selected_volume_before,long_signal_atr_shock_selected_volume_after,profile,start_month,variant,account_capital,c3_capital
490,2023-01-19 00:00:00+08:00,2023-01-19,CF305.CZCE,CF.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,14705.0,14810.0,-105.0,,-105.0,signal_day_drop,218.0,218.0,0,drop_not_above_threshold,137,137,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
491,2023-01-30 00:00:00+08:00,2023-01-30,fu2305.SHFE,fu.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,2818.0,2756.0,62.0,,62.0,signal_day_drop,101.2,101.2,0,drop_not_above_threshold,172,172,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
492,2023-02-01 00:00:00+08:00,2023-02-01,OI305.CZCE,OI.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,9949.0,9948.0,,-1.0,-1.0,signal_day_rise,160.0,160.0,0,rise_not_above_threshold,99,99,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
493,2023-02-03 00:00:00+08:00,2023-02-03,lh2303.DCE,lh.DCE,short,flat_entry,1,1,5,1.0,flat_entry,short,14460.0,14070.0,,-390.0,-390.0,signal_day_rise,433.0,433.0,0,rise_not_above_threshold,16,16,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
494,2023-02-13 00:00:00+08:00,2023-02-13,fu2305.SHFE,fu.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,2775.0,2782.0,-7.0,,-7.0,signal_day_drop,78.4,78.4,0,drop_not_above_threshold,275,275,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
495,2023-02-16 00:00:00+08:00,2023-02-16,fu2305.SHFE,fu.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,2837.0,2906.0,-69.0,,-69.0,signal_day_drop,59.8,59.8,0,drop_not_above_threshold,255,255,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
496,2023-02-20 00:00:00+08:00,2023-02-20,hc2305.SHFE,hc.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,4240.0,4264.0,-24.0,,-24.0,signal_day_drop,67.6,67.6,0,drop_not_above_threshold,267,267,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
497,2023-02-22 00:00:00+08:00,2023-02-22,rb2305.SHFE,rb.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,4254.0,4237.0,17.0,,17.0,signal_day_drop,68.6,68.6,0,drop_not_above_threshold,268,268,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
498,2023-02-23 00:00:00+08:00,2023-02-23,jm2305.DCE,jm.DCE,long,flat_entry,1,1,5,1.0,flat_entry,long,1960.0,2020.5,-60.5,,-60.5,signal_day_drop,44.7,44.7,0,drop_not_above_threshold,45,45,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
499,2023-02-28 00:00:00+08:00,2023-02-28,ru2305.SHFE,ru.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,12495.0,12450.0,,-45.0,-45.0,signal_day_rise,136.0,136.0,0,rise_not_above_threshold,74,74,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
500,2023-03-03 00:00:00+08:00,2023-03-03,sp2305.SHFE,sp.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,6434.0,6370.0,,-64.0,-64.0,signal_day_rise,84.8,84.8,0,rise_not_above_threshold,174,174,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
501,2023-03-07 00:00:00+08:00,2023-03-07,rb2305.SHFE,rb.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,4210.0,4248.0,-38.0,,-38.0,signal_day_drop,59.0,59.0,0,drop_not_above_threshold,147,147,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
502,2023-03-08 00:00:00+08:00,2023-03-08,SM305.CZCE,SM.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,7372.0,7378.0,,6.0,6.0,signal_day_rise,93.6,93.6,0,rise_not_above_threshold,251,251,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
503,2023-03-08 00:00:00+08:00,2023-03-08,ru2305.SHFE,ru.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,12445.0,12290.0,,-155.0,-155.0,signal_day_rise,141.0,141.0,0,rise_not_above_threshold,32,32,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
504,2023-03-09 00:00:00+08:00,2023-03-09,OI305.CZCE,OI.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,9665.0,9564.0,,-101.0,-101.0,signal_day_rise,145.0,145.0,0,rise_not_above_threshold,98,98,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
505,2023-03-13 00:00:00+08:00,2023-03-13,MA305.CZCE,MA.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,2541.0,2580.0,,39.0,39.0,signal_day_rise,46.4,46.4,0,rise_not_above_threshold,373,373,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
506,2023-03-13 00:00:00+08:00,2023-03-13,SA305.CZCE,SA.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,2893.0,2861.0,,-32.0,-32.0,signal_day_rise,57.4,57.4,0,rise_not_above_threshold,55,55,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
507,2023-03-17 00:00:00+08:00,2023-03-17,au2306.SHFE,au.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,430.48,432.44,-1.9599999999999795,,-1.9599999999999795,signal_day_drop,5.256000000000017,5.256000000000017,0,drop_not_above_threshold,24,24,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
508,2023-03-20 00:00:00+08:00,2023-03-20,cu2304.SHFE,cu.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,67220.0,66840.0,,-380.0,-380.0,signal_day_rise,1354.0,1354.0,0,rise_not_above_threshold,21,21,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
509,2023-03-21 00:00:00+08:00,2023-03-21,lh2305.DCE,lh.DCE,short,flat_entry,1,1,5,1.0,flat_entry,short,15845.0,15895.0,,50.0,50.0,signal_day_rise,373.0,373.0,0,rise_not_above_threshold,35,35,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
510,2023-03-22 00:00:00+08:00,2023-03-22,SM305.CZCE,SM.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,7332.0,7276.0,,-56.0,-56.0,signal_day_rise,91.6,91.6,0,rise_not_above_threshold,235,235,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
511,2023-03-28 00:00:00+08:00,2023-03-28,AP305.CZCE,AP.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,8415.0,8260.0,,-155.0,-155.0,signal_day_rise,215.2,215.2,0,rise_not_above_threshold,84,84,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
512,2023-03-29 00:00:00+08:00,2023-03-29,SM305.CZCE,SM.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,7366.0,7226.0,,-140.0,-140.0,signal_day_rise,90.4,90.4,0,rise_not_above_threshold,133,133,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
513,2023-04-06 00:00:00+08:00,2023-04-06,au2306.SHFE,au.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,440.7,447.18,-6.480000000000018,,-6.480000000000018,signal_day_drop,4.65999999999998,4.65999999999998,0,drop_not_above_threshold,24,24,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
514,2023-04-07 00:00:00+08:00,2023-04-07,rb2310.SHFE,rb.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,3938.0,3989.0,,51.0,51.0,signal_day_rise,69.4,69.4,0,rise_not_above_threshold,269,269,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
515,2023-04-12 00:00:00+08:00,2023-04-12,SA309.CZCE,SA.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,2343.0,2330.0,,-13.0,-13.0,signal_day_rise,56.8,56.8,0,rise_not_above_threshold,192,192,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
516,2023-04-17 00:00:00+08:00,2023-04-17,fu2309.SHFE,fu.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,3169.0,3162.0,7.0,,7.0,signal_day_drop,71.0,71.0,0,drop_not_above_threshold,226,226,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
517,2023-04-24 00:00:00+08:00,2023-04-24,rb2310.SHFE,rb.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,3810.0,3714.0,,-96.0,-96.0,signal_day_rise,67.8,67.8,0,rise_not_above_threshold,188,188,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
518,2023-04-25 00:00:00+08:00,2023-04-25,SM306.CZCE,SM.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,6910.0,6882.0,,-28.0,-28.0,signal_day_rise,137.2,137.2,0,rise_not_above_threshold,250,250,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
519,2023-04-27 00:00:00+08:00,2023-04-27,sp2309.SHFE,sp.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,5178.0,5096.0,,-82.0,-82.0,signal_day_rise,104.4,104.4,0,rise_not_above_threshold,226,226,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
520,2023-05-05 00:00:00+08:00,2023-05-05,au2308.SHFE,au.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,455.26,457.92,-2.660000000000025,,-2.660000000000025,signal_day_drop,6.692000000000007,6.692000000000007,0,drop_not_above_threshold,25,25,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
521,2023-05-05 00:00:00+08:00,2023-05-05,cu2306.SHFE,cu.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,66920.0,66810.0,,-110.0,-110.0,signal_day_rise,1092.0,1092.0,0,rise_not_above_threshold,28,28,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
522,2023-05-10 00:00:00+08:00,2023-05-10,lh2307.DCE,lh.DCE,short,flat_entry,1,1,5,1.0,flat_entry,short,16000.0,15700.0,,-300.0,-300.0,signal_day_rise,405.0,405.0,0,rise_not_above_threshold,29,29,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
523,2023-05-11 00:00:00+08:00,2023-05-11,rb2310.SHFE,rb.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,3688.0,3600.0,,-88.0,-88.0,signal_day_rise,80.2,80.2,0,rise_not_above_threshold,103,103,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
524,2023-05-11 00:00:00+08:00,2023-05-11,si2308.GFEX,si.GFEX,short,flat_entry,1,1,5,1.0,flat_entry,short,14565.0,14400.0,,-165.0,-165.0,signal_day_rise,288.0,288.0,0,rise_not_above_threshold,133,133,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
525,2023-05-16 00:00:00+08:00,2023-05-16,SM307.CZCE,SM.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,6926.0,6852.0,,-74.0,-74.0,signal_day_rise,82.0,82.0,0,rise_not_above_threshold,280,280,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
526,2023-05-19 00:00:00+08:00,2023-05-19,CF309.CZCE,CF.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,15855.0,15995.0,-140.0,,-140.0,signal_day_drop,257.0,257.0,0,drop_not_above_threshold,49,49,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
527,2023-05-22 00:00:00+08:00,2023-05-22,CF309.CZCE,CF.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,15995.0,16125.0,-130.0,,-130.0,signal_day_drop,284.0,284.0,0,drop_not_above_threshold,119,119,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
528,2023-05-22 00:00:00+08:00,2023-05-22,SM309.CZCE,SM.CZCE,short,flat_entry,1,1,5,1.0,flat_entry,short,6794.0,6724.0,,-70.0,-70.0,signal_day_rise,93.6,93.6,0,rise_not_above_threshold,286,286,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
529,2023-05-24 00:00:00+08:00,2023-05-24,hc2310.SHFE,hc.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,3651.0,3551.0,,-100.0,-100.0,signal_day_rise,82.6,82.6,0,rise_not_above_threshold,210,210,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
530,2023-05-24 00:00:00+08:00,2023-05-24,rb2310.SHFE,rb.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,3588.0,3466.0,,-122.0,-122.0,signal_day_rise,81.2,81.2,0,rise_not_above_threshold,107,107,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
531,2023-05-25 00:00:00+08:00,2023-05-25,cu2307.SHFE,cu.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,63850.0,63460.0,,-390.0,-390.0,signal_day_rise,1136.0,1136.0,0,rise_not_above_threshold,30,30,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
532,2023-05-26 00:00:00+08:00,2023-05-26,jm2309.DCE,jm.DCE,short,flat_entry,1,1,5,1.0,flat_entry,short,1267.0,1263.0,,-4.0,-4.0,signal_day_rise,55.6,55.6,0,rise_not_above_threshold,71,71,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
533,2023-06-01 00:00:00+08:00,2023-06-01,AP310.CZCE,AP.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,8498.0,8678.0,-180.0,,-180.0,signal_day_drop,164.4,164.4,0,drop_not_above_threshold,40,40,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
534,2023-06-02 00:00:00+08:00,2023-06-02,CF309.CZCE,CF.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,16400.0,16340.0,60.0,,60.0,signal_day_drop,422.0,422.0,0,drop_not_above_threshold,111,111,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
535,2023-06-19 00:00:00+08:00,2023-06-19,fu2309.SHFE,fu.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,3059.0,3044.0,15.0,,15.0,signal_day_drop,101.0,101.0,0,drop_not_above_threshold,227,227,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
536,2023-06-20 00:00:00+08:00,2023-06-20,cu2307.SHFE,cu.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,68450.0,68570.0,-120.0,,-120.0,signal_day_drop,686.0,686.0,0,drop_not_above_threshold,26,26,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
537,2023-06-27 00:00:00+08:00,2023-06-27,OI309.CZCE,OI.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,8630.0,8583.0,47.0,,47.0,signal_day_drop,257.6,257.6,0,drop_not_above_threshold,116,116,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
538,2023-06-28 00:00:00+08:00,2023-06-28,au2308.SHFE,au.SHFE,short,flat_entry,1,1,5,1.0,flat_entry,short,448.86,447.1,,-1.759999999999991,-1.759999999999991,signal_day_rise,2.443999999999994,2.443999999999994,0,rise_not_above_threshold,16,16,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
539,2023-06-28 00:00:00+08:00,2023-06-28,cu2308.SHFE,cu.SHFE,long,rollover_reopen,1,1,5,1.0,rollover_reopen,long,68097.77777777778,67680.0,417.777777777781,,417.777777777781,signal_day_drop,606.7724867724843,606.7724867724843,0,drop_not_above_threshold,28,28,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
540,2023-07-03 00:00:00+08:00,2023-07-03,rb2310.SHFE,rb.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,3721.0,3767.0,-46.0,,-46.0,signal_day_drop,60.6,60.6,0,drop_not_above_threshold,224,224,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
541,2023-07-04 00:00:00+08:00,2023-07-04,fu2309.SHFE,fu.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,3105.0,3112.0,-7.0,,-7.0,signal_day_drop,78.6,78.6,0,drop_not_above_threshold,233,233,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
542,2023-07-04 00:00:00+08:00,2023-07-04,hc2310.SHFE,hc.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,3858.0,3866.0,-8.0,,-8.0,signal_day_drop,67.8,67.8,0,drop_not_above_threshold,282,282,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
543,2023-07-07 00:00:00+08:00,2023-07-07,ru2309.SHFE,ru.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,12485.0,12460.0,25.0,,25.0,signal_day_drop,178.0,178.0,0,drop_not_above_threshold,71,71,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
544,2023-07-07 00:00:00+08:00,2023-07-07,sp2309.SHFE,sp.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,5334.0,5290.0,44.0,,44.0,signal_day_drop,84.4,84.4,0,drop_not_above_threshold,203,203,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
545,2023-07-10 00:00:00+08:00,2023-07-10,lh2309.DCE,lh.DCE,short,flat_entry,1,1,5,1.0,flat_entry,short,15580.0,15245.0,,-335.0,-335.0,signal_day_rise,222.0,222.0,0,rise_not_above_threshold,20,20,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
546,2023-07-11 00:00:00+08:00,2023-07-11,CF309.CZCE,CF.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,16665.0,17100.0,-435.0,,-435.0,signal_day_drop,227.0,227.0,0,drop_not_above_threshold,20,20,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
547,2023-07-11 00:00:00+08:00,2023-07-11,MA309.CZCE,MA.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,2176.0,2240.0,-64.0,,-64.0,signal_day_drop,44.2,44.2,0,drop_not_above_threshold,155,155,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
548,2023-07-11 00:00:00+08:00,2023-07-11,SA309.CZCE,SA.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,1728.0,1794.0,-66.0,,-66.0,signal_day_drop,40.2,40.2,0,drop_not_above_threshold,193,193,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
549,2023-07-12 00:00:00+08:00,2023-07-12,si2309.GFEX,si.GFEX,long,flat_entry,1,1,5,1.0,flat_entry,long,13380.0,13950.0,-570.0,,-570.0,signal_day_drop,217.0,217.0,0,drop_not_above_threshold,79,79,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
550,2023-07-13 00:00:00+08:00,2023-07-13,au2310.SHFE,au.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,452.12,456.32,-4.199999999999989,,-4.199999999999989,signal_day_drop,2.356000000000006,2.356000000000006,0,drop_not_above_threshold,25,25,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
551,2023-07-14 00:00:00+08:00,2023-07-14,jm2309.DCE,jm.DCE,long,flat_entry,1,1,5,1.0,flat_entry,long,1395.5,1425.5,-30.0,,-30.0,signal_day_drop,39.3,39.3,0,drop_not_above_threshold,66,66,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
552,2023-07-18 00:00:00+08:00,2023-07-18,SM309.CZCE,SM.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,6586.0,6648.0,-62.0,,-62.0,signal_day_drop,89.2,89.2,0,drop_not_above_threshold,272,272,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
553,2023-07-19 00:00:00+08:00,2023-07-19,SM310.CZCE,SM.CZCE,long,rollover_reopen,1,1,5,1.0,rollover_reopen,long,6600.570749108204,6680.0,-79.42925089179607,,-79.42925089179607,signal_day_drop,84.98929845422099,84.98929845422099,0,drop_not_above_threshold,284,284,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
554,2023-07-21 00:00:00+08:00,2023-07-21,hc2310.SHFE,hc.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,3887.0,3933.0,-46.0,,-46.0,signal_day_drop,60.6,60.6,0,drop_not_above_threshold,217,217,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
555,2023-07-21 00:00:00+08:00,2023-07-21,rb2310.SHFE,rb.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,3784.0,3823.0,-39.0,,-39.0,signal_day_drop,62.8,62.8,0,drop_not_above_threshold,202,202,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
556,2023-07-24 00:00:00+08:00,2023-07-24,fu2309.SHFE,fu.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,3268.0,3289.0,-21.0,,-21.0,signal_day_drop,64.6,64.6,0,drop_not_above_threshold,168,168,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
557,2023-07-26 00:00:00+08:00,2023-07-26,cu2309.SHFE,cu.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,68940.0,69120.0,-180.0,,-180.0,signal_day_drop,620.0,620.0,0,drop_not_above_threshold,29,29,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
558,2023-07-27 00:00:00+08:00,2023-07-27,AP310.CZCE,AP.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,8637.0,8767.0,-130.0,,-130.0,signal_day_drop,103.0,103.0,0,drop_not_above_threshold,57,57,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
559,2023-07-31 00:00:00+08:00,2023-07-31,FG309.CZCE,FG.CZCE,long,flat_entry,1,1,5,1.0,flat_entry,long,1684.0,1718.0,-34.0,,-34.0,signal_day_drop,73.2,73.2,0,drop_not_above_threshold,82,82,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
560,2023-07-31 00:00:00+08:00,2023-07-31,sp2309.SHFE,sp.SHFE,long,flat_entry,1,1,5,1.0,flat_entry,long,5544.0,5496.0,48.0,,48.0,signal_day_drop,109.6,109.6,0,drop_not_above_threshold,88,88,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
