trade_id,order_id,datetime,date,time,vt_symbol,symbol,exchange,direction,offset,price,volume,signed_volume,gateway_name,exit_reason,profile,start_month,variant,account_capital,c3_capital,experiment_arm,requested_top_n,actual_ranked_count,actual_total_count
BACKTESTING.253,BACKTESTING.212,2020-12-10 00:00:00+08:00,2020-12-10,00:00:00,SM101.CZCE,SM101,CZCE,空,平,6350.0,27.0,-27.0,BACKTESTING,long_prev2day_stop,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.254,BACKTESTING.213,2020-12-14 00:00:00+08:00,2020-12-14,00:00:00,MA101.CZCE,MA101,CZCE,多,开,2422.0,31.0,31.0,BACKTESTING,,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.256,BACKTESTING.214,2020-12-14 00:00:00+08:00,2020-12-14,00:00:00,jm2101.DCE,jm2101,DCE,空,平,1513.5,6.0,-6.0,BACKTESTING,long_prev2day_stop,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.255,BACKTESTING.213.stage847_c9.1,2020-12-14 09:00:00+08:00,2020-12-14,09:00:00,MA101.CZCE,MA101,CZCE,空,平,2404.15,31.0,-31.0,BACKTESTING,stage847_intraday_05r_stop_no_reentry,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.257,BACKTESTING.215,2020-12-15 00:00:00+08:00,2020-12-15,00:00:00,CF105.CZCE,CF105,CZCE,多,开,14885.0,27.0,27.0,BACKTESTING,,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.258,BACKTESTING.216,2020-12-16 00:00:00+08:00,2020-12-16,00:00:00,AP101.CZCE,AP101,CZCE,多,平,6494.0,24.0,24.0,BACKTESTING,short_prev2day_stop,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.259,BACKTESTING.217,2020-12-17 00:00:00+08:00,2020-12-17,00:00:00,SM101.CZCE,SM101,CZCE,多,开,6624.0,44.0,44.0,BACKTESTING,,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.260,BACKTESTING.217.stage847_c9.1,2020-12-17 09:00:00+08:00,2020-12-17,09:00:00,SM101.CZCE,SM101,CZCE,空,平,6567.0,44.0,-44.0,BACKTESTING,stage847_intraday_05r_stop_no_reentry,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.261,BACKTESTING.218,2020-12-23 00:00:00+08:00,2020-12-23,00:00:00,CF105.CZCE,CF105,CZCE,空,平,14640.0,27.0,-27.0,BACKTESTING,long_prev2day_stop,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.262,BACKTESTING.219,2021-01-05 00:00:00+08:00,2021-01-05,00:00:00,au2102.SHFE,au2102,SHFE,多,开,401.88,5.0,5.0,BACKTESTING,,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.263,BACKTESTING.220,2021-01-06 00:00:00+08:00,2021-01-06,00:00:00,SM105.CZCE,SM105,CZCE,多,开,7038.0,29.0,29.0,BACKTESTING,,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.264,BACKTESTING.221,2021-01-08 00:00:00+08:00,2021-01-08,00:00:00,au2102.SHFE,au2102,SHFE,空,平,398.54,5.0,-5.0,BACKTESTING,long_prev2day_stop,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.265,BACKTESTING.222,2021-01-08 00:00:00+08:00,2021-01-08,00:00:00,jm2105.DCE,jm2105,DCE,多,开,1730.0,7.0,7.0,BACKTESTING,,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.266,BACKTESTING.223,2021-01-13 00:00:00+08:00,2021-01-13,00:00:00,jm2105.DCE,jm2105,DCE,空,平,1734.0,7.0,-7.0,BACKTESTING,long_base_stop,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.267,BACKTESTING.224,2021-01-18 00:00:00+08:00,2021-01-18,00:00:00,SM105.CZCE,SM105,CZCE,空,平,7356.0,29.0,-29.0,BACKTESTING,long_prev2day_stop,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.268,BACKTESTING.225,2021-01-27 00:00:00+08:00,2021-01-27,00:00:00,sp2103.SHFE,sp2103,SHFE,多,开,6502.0,24.0,24.0,BACKTESTING,,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.269,BACKTESTING.226,2021-02-04 00:00:00+08:00,2021-02-04,00:00:00,sp2103.SHFE,sp2103,SHFE,空,平,6448.0,24.0,-24.0,BACKTESTING,long_prev2day_stop,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.270,BACKTESTING.227,2021-02-10 00:00:00+08:00,2021-02-10,00:00:00,CF105.CZCE,CF105,CZCE,多,开,15650.0,23.0,23.0,BACKTESTING,,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.271,BACKTESTING.228,2021-02-10 00:00:00+08:00,2021-02-10,00:00:00,ru2105.SHFE,ru2105,SHFE,多,开,14800.0,14.0,14.0,BACKTESTING,,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.272,BACKTESTING.231,2021-02-22 00:00:00+08:00,2021-02-22,00:00:00,cu2104.SHFE,cu2104,SHFE,多,开,64460.0,3.0,3.0,BACKTESTING,,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.273,BACKTESTING.232,2021-02-22 00:00:00+08:00,2021-02-22,00:00:00,ru2105.SHFE,ru2105,SHFE,空,平,15650.0,11.0,-11.0,BACKTESTING,forced_margin_deleverage,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.274,BACKTESTING.233,2021-02-22 00:00:00+08:00,2021-02-22,00:00:00,sp2105.SHFE,sp2105,SHFE,多,开,6972.0,18.0,18.0,BACKTESTING,,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.275,BACKTESTING.233.stage847_c9.1,2021-02-22 10:06:00+08:00,2021-02-22,10:06:00,sp2105.SHFE,sp2105,SHFE,空,平,6902.28,18.0,-18.0,BACKTESTING,stage847_intraday_retry_failed_05r_stop,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.276,BACKTESTING.233.stage847_c9.2,2021-02-22 14:50:00+08:00,2021-02-22,14:50:00,sp2105.SHFE,sp2105,SHFE,多,开,6972.0,18.0,18.0,BACKTESTING,,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.277,BACKTESTING.233.stage847_c9.3,2021-02-22 21:08:00+08:00,2021-02-22,21:08:00,sp2105.SHFE,sp2105,SHFE,空,平,6902.28,18.0,-18.0,BACKTESTING,,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.278,BACKTESTING.234,2021-02-23 00:00:00+08:00,2021-02-23,00:00:00,OI105.CZCE,OI105,CZCE,多,开,10240.0,22.0,22.0,BACKTESTING,,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.279,BACKTESTING.235,2021-02-26 00:00:00+08:00,2021-02-26,00:00:00,cu2104.SHFE,cu2104,SHFE,空,平,70080.0,1.0,-1.0,BACKTESTING,long_rsi_partial_exit_half,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.280,BACKTESTING.236,2021-03-01 00:00:00+08:00,2021-03-01,00:00:00,ru2105.SHFE,ru2105,SHFE,空,平,15910.0,3.0,-3.0,BACKTESTING,long_base_stop,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.281,BACKTESTING.237,2021-03-02 00:00:00+08:00,2021-03-02,00:00:00,MA105.CZCE,MA105,CZCE,多,开,2530.0,18.0,18.0,BACKTESTING,,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.282,BACKTESTING.238,2021-03-02 00:00:00+08:00,2021-03-02,00:00:00,cu2104.SHFE,cu2104,SHFE,空,平,67410.0,2.0,-2.0,BACKTESTING,long_prev2day_stop,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.283,BACKTESTING.239,2021-03-03 00:00:00+08:00,2021-03-03,00:00:00,OI105.CZCE,OI105,CZCE,空,平,10485.0,22.0,-22.0,BACKTESTING,long_prev2day_stop,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.284,BACKTESTING.240,2021-03-05 00:00:00+08:00,2021-03-05,00:00:00,CF105.CZCE,CF105,CZCE,空,平,16110.0,23.0,-23.0,BACKTESTING,long_prev2day_stop,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.285,BACKTESTING.241,2021-03-11 00:00:00+08:00,2021-03-11,00:00:00,MA105.CZCE,MA105,CZCE,空,平,2486.0,18.0,-18.0,BACKTESTING,long_prev2day_stop,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.286,BACKTESTING.242,2021-03-18 00:00:00+08:00,2021-03-18,00:00:00,SA105.CZCE,SA105,CZCE,多,开,2000.0,25.0,25.0,BACKTESTING,,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.287,BACKTESTING.242.stage847_c9.1,2021-03-18 09:05:00+08:00,2021-03-18,09:05:00,SA105.CZCE,SA105,CZCE,空,平,1978.53,25.0,-25.0,BACKTESTING,stage847_intraday_retry_failed_05r_stop,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.288,BACKTESTING.242.stage847_c9.2,2021-03-18 14:27:00+08:00,2021-03-18,14:27:00,SA105.CZCE,SA105,CZCE,多,开,2000.0,25.0,25.0,BACKTESTING,,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.289,BACKTESTING.242.stage847_c9.3,2021-03-18 21:08:00+08:00,2021-03-18,21:08:00,SA105.CZCE,SA105,CZCE,空,平,1978.53,25.0,-25.0,BACKTESTING,,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.290,BACKTESTING.243,2021-03-23 00:00:00+08:00,2021-03-23,00:00:00,hc2105.SHFE,hc2105,SHFE,多,开,5097.0,49.0,49.0,BACKTESTING,,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.291,BACKTESTING.244,2021-04-09 00:00:00+08:00,2021-04-09,00:00:00,hc2105.SHFE,hc2105,SHFE,空,平,5501.0,49.0,-49.0,BACKTESTING,long_prev2day_stop,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.292,BACKTESTING.245,2021-04-12 00:00:00+08:00,2021-04-12,00:00:00,lh2109.DCE,lh2109,DCE,空,开,26830.0,3.0,-3.0,BACKTESTING,,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.293,BACKTESTING.245.stage847_c9.1,2021-04-12 09:01:00+08:00,2021-04-12,09:01:00,lh2109.DCE,lh2109,DCE,多,平,26950.0,3.0,3.0,BACKTESTING,stage847_intraday_retry_failed_05r_stop,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.294,BACKTESTING.245.stage847_c9.2,2021-04-12 14:12:00+08:00,2021-04-12,14:12:00,lh2109.DCE,lh2109,DCE,空,开,26830.0,3.0,-3.0,BACKTESTING,,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.295,BACKTESTING.245.stage847_c9.3,2021-04-12 14:19:00+08:00,2021-04-12,14:19:00,lh2109.DCE,lh2109,DCE,多,平,26950.0,3.0,3.0,BACKTESTING,,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.296,BACKTESTING.246,2021-04-14 00:00:00+08:00,2021-04-14,00:00:00,FG109.CZCE,FG109,CZCE,多,开,2158.0,69.0,69.0,BACKTESTING,,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.297,BACKTESTING.247,2021-04-21 00:00:00+08:00,2021-04-21,00:00:00,rb2110.SHFE,rb2110,SHFE,多,开,5158.0,20.0,20.0,BACKTESTING,,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.298,BACKTESTING.248,2021-04-23 00:00:00+08:00,2021-04-23,00:00:00,hc2110.SHFE,hc2110,SHFE,多,开,5559.0,15.0,15.0,BACKTESTING,,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.299,BACKTESTING.249,2021-05-06 00:00:00+08:00,2021-05-06,00:00:00,MA109.CZCE,MA109,CZCE,多,开,2456.0,161.0,161.0,BACKTESTING,,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.300,BACKTESTING.250,2021-05-07 00:00:00+08:00,2021-05-07,00:00:00,FG109.CZCE,FG109,CZCE,空,平,2519.0,34.0,-34.0,BACKTESTING,long_rsi_partial_exit_half,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.301,BACKTESTING.251,2021-05-17 00:00:00+08:00,2021-05-17,00:00:00,FG109.CZCE,FG109,CZCE,空,平,2764.0,35.0,-35.0,BACKTESTING,long_prev2day_stop,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.302,BACKTESTING.252,2021-05-17 00:00:00+08:00,2021-05-17,00:00:00,hc2110.SHFE,hc2110,SHFE,空,平,6150.0,15.0,-15.0,BACKTESTING,long_prev2day_stop,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.303,BACKTESTING.253,2021-05-17 00:00:00+08:00,2021-05-17,00:00:00,rb2110.SHFE,rb2110,SHFE,空,平,5680.0,20.0,-20.0,BACKTESTING,long_prev2day_stop,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.304,BACKTESTING.254,2021-05-21 00:00:00+08:00,2021-05-21,00:00:00,MA109.CZCE,MA109,CZCE,空,平,2540.0,161.0,-161.0,BACKTESTING,long_prev2day_stop,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.305,BACKTESTING.255,2021-05-24 00:00:00+08:00,2021-05-24,00:00:00,SM109.CZCE,SM109,CZCE,多,开,7494.0,120.0,120.0,BACKTESTING,,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.306,BACKTESTING.256,2021-05-25 00:00:00+08:00,2021-05-25,00:00:00,SM109.CZCE,SM109,CZCE,空,平,7478.0,120.0,-120.0,BACKTESTING,long_base_stop,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.307,BACKTESTING.257,2021-06-02 00:00:00+08:00,2021-06-02,00:00:00,SM109.CZCE,SM109,CZCE,多,开,7736.0,129.0,129.0,BACKTESTING,,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.308,BACKTESTING.257.stage847_c9.1,2021-06-02 09:00:00+08:00,2021-06-02,09:00:00,SM109.CZCE,SM109,CZCE,空,平,7720.0,129.0,-129.0,BACKTESTING,stage847_intraday_retry_failed_05r_stop,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.309,BACKTESTING.257.stage847_c9.2,2021-06-02 10:52:00+08:00,2021-06-02,10:52:00,SM109.CZCE,SM109,CZCE,多,开,7736.0,129.0,129.0,BACKTESTING,,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.310,BACKTESTING.257.stage847_c9.3,2021-06-02 11:02:00+08:00,2021-06-02,11:02:00,SM109.CZCE,SM109,CZCE,空,平,7720.0,129.0,-129.0,BACKTESTING,,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.311,BACKTESTING.258,2021-06-09 00:00:00+08:00,2021-06-09,00:00:00,AP110.CZCE,AP110,CZCE,多,开,6264.0,50.0,50.0,BACKTESTING,,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.312,BACKTESTING.259,2021-06-11 00:00:00+08:00,2021-06-11,00:00:00,hc2110.SHFE,hc2110,SHFE,空,开,5455.0,55.0,-55.0,BACKTESTING,,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.313,BACKTESTING.259.stage847_c9.1,2021-06-11 09:00:00+08:00,2021-06-11,09:00:00,hc2110.SHFE,hc2110,SHFE,多,平,5485.5,55.0,55.0,BACKTESTING,stage847_intraday_05r_stop_no_reentry,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.314,BACKTESTING.260,2021-06-22 00:00:00+08:00,2021-06-22,00:00:00,AP110.CZCE,AP110,CZCE,空,平,6198.0,50.0,-50.0,BACKTESTING,long_prev2day_stop,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.315,BACKTESTING.261,2021-06-25 00:00:00+08:00,2021-06-25,00:00:00,FG109.CZCE,FG109,CZCE,多,开,2779.0,39.0,39.0,BACKTESTING,,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.316,BACKTESTING.262,2021-07-02 00:00:00+08:00,2021-07-02,00:00:00,FG109.CZCE,FG109,CZCE,空,平,2791.0,39.0,-39.0,BACKTESTING,long_prev2day_stop,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.317,BACKTESTING.263,2021-07-05 00:00:00+08:00,2021-07-05,00:00:00,CF109.CZCE,CF109,CZCE,多,开,16260.0,28.0,28.0,BACKTESTING,,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.318,BACKTESTING.264,2021-07-12 00:00:00+08:00,2021-07-12,00:00:00,rb2110.SHFE,rb2110,SHFE,多,开,5475.0,36.0,36.0,BACKTESTING,,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.319,BACKTESTING.265,2021-07-14 00:00:00+08:00,2021-07-14,00:00:00,hc2110.SHFE,hc2110,SHFE,多,开,5860.0,38.0,38.0,BACKTESTING,,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.320,BACKTESTING.266,2021-07-15 00:00:00+08:00,2021-07-15,00:00:00,MA109.CZCE,MA109,CZCE,多,开,2676.0,70.0,70.0,BACKTESTING,,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.321,BACKTESTING.267,2021-07-27 00:00:00+08:00,2021-07-27,00:00:00,MA109.CZCE,MA109,CZCE,空,平,2678.0,70.0,-70.0,BACKTESTING,long_prev2day_stop,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.322,BACKTESTING.268,2021-07-28 00:00:00+08:00,2021-07-28,00:00:00,hc2110.SHFE,hc2110,SHFE,空,平,5895.0,38.0,-38.0,BACKTESTING,long_prev2day_stop,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.323,BACKTESTING.269,2021-07-28 00:00:00+08:00,2021-07-28,00:00:00,rb2110.SHFE,rb2110,SHFE,空,平,5599.0,36.0,-36.0,BACKTESTING,long_prev2day_stop,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.324,BACKTESTING.270,2021-07-30 00:00:00+08:00,2021-07-30,00:00:00,SM109.CZCE,SM109,CZCE,多,开,7980.0,148.0,148.0,BACKTESTING,,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.325,BACKTESTING.270.stage827_c2,2021-07-30 00:00:00+08:00,2021-07-30,00:00:00,SM109.CZCE,SM109,CZCE,空,平,7902.0,148.0,-148.0,BACKTESTING,stage827_intraday_c2_1r_stop,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.326,BACKTESTING.271,2021-08-02 00:00:00+08:00,2021-08-02,00:00:00,CF109.CZCE,CF109,CZCE,空,平,17320.0,28.0,-28.0,BACKTESTING,long_prev2day_stop,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.327,BACKTESTING.272,2021-08-02 00:00:00+08:00,2021-08-02,00:00:00,au2112.SHFE,au2112,SHFE,多,开,381.4,18.0,18.0,BACKTESTING,,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.328,BACKTESTING.273,2021-08-03 00:00:00+08:00,2021-08-03,00:00:00,au2112.SHFE,au2112,SHFE,空,平,377.44,18.0,-18.0,BACKTESTING,long_base_stop,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.329,BACKTESTING.274,2021-08-05 00:00:00+08:00,2021-08-05,00:00:00,ru2109.SHFE,ru2109,SHFE,多,开,13465.0,25.0,25.0,BACKTESTING,,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.330,BACKTESTING.275,2021-08-11 00:00:00+08:00,2021-08-11,00:00:00,SA201.CZCE,SA201,CZCE,多,开,2661.0,51.0,51.0,BACKTESTING,,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.331,BACKTESTING.280,2021-08-17 00:00:00+08:00,2021-08-17,00:00:00,CF201.CZCE,CF201,CZCE,多,开,18095.0,48.0,48.0,BACKTESTING,,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.332,BACKTESTING.281,2021-08-17 00:00:00+08:00,2021-08-17,00:00:00,MA201.CZCE,MA201,CZCE,多,开,2843.0,23.0,23.0,BACKTESTING,,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.333,BACKTESTING.282,2021-08-17 00:00:00+08:00,2021-08-17,00:00:00,ru2109.SHFE,ru2109,SHFE,空,平,13520.0,25.0,-25.0,BACKTESTING,rollover_close,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.334,BACKTESTING.283,2021-08-17 00:00:00+08:00,2021-08-17,00:00:00,ru2201.SHFE,ru2201,SHFE,多,开,14690.0,25.0,25.0,BACKTESTING,,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.335,BACKTESTING.284,2021-08-19 00:00:00+08:00,2021-08-19,00:00:00,SA201.CZCE,SA201,CZCE,空,平,2696.0,51.0,-51.0,BACKTESTING,long_prev2day_stop,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.336,BACKTESTING.285,2021-08-20 00:00:00+08:00,2021-08-20,00:00:00,MA201.CZCE,MA201,CZCE,空,平,2805.0,23.0,-23.0,BACKTESTING,forced_margin_deleverage,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.337,BACKTESTING.286,2021-08-20 00:00:00+08:00,2021-08-20,00:00:00,ru2201.SHFE,ru2201,SHFE,空,平,14420.0,25.0,-25.0,BACKTESTING,long_prev2day_stop,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.338,BACKTESTING.287,2021-08-23 00:00:00+08:00,2021-08-23,00:00:00,CF201.CZCE,CF201,CZCE,空,平,17600.0,48.0,-48.0,BACKTESTING,long_prev2day_stop,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.339,BACKTESTING.288,2021-09-01 00:00:00+08:00,2021-09-01,00:00:00,SM201.CZCE,SM201,CZCE,多,开,8624.0,126.0,126.0,BACKTESTING,,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.340,BACKTESTING.289,2021-09-06 00:00:00+08:00,2021-09-06,00:00:00,MA201.CZCE,MA201,CZCE,多,开,2905.0,118.0,118.0,BACKTESTING,,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.341,BACKTESTING.290,2021-09-07 00:00:00+08:00,2021-09-07,00:00:00,OI201.CZCE,OI201,CZCE,多,开,10894.0,26.0,26.0,BACKTESTING,,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.342,BACKTESTING.290.stage847_c9.1,2021-09-07 09:10:00+08:00,2021-09-07,09:10:00,OI201.CZCE,OI201,CZCE,空,平,10852.0,26.0,-26.0,BACKTESTING,stage847_intraday_retry_failed_05r_stop,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
BACKTESTING.343,BACKTESTING.290.stage847_c9.2,2021-09-07 13:32:00+08:00,2021-09-07,13:32:00,OI201.CZCE,OI201,CZCE,多,开,10894.0,26.0,26.0,BACKTESTING,,stage061_top12_plus_fu,2018-01,stage061_top12_plus_fu,150000.0,150000.0,T12,12,12,13
